LookupKey	Id	Gloss	Definition	spell-N	Category	Domain	Priority
ishbah	יִשְׁבָּח	Ishbah	son of Mered; tribe of Judah	Ishbah	PN	person	6
ishbak	יִשְׁבָּק	Ishbak	son of Abraham	Ishbak	PN	person	6
ishbibenob	יִשְׁבִּי בְּנֹב	Ishbi-Benob	descendant of Raphah; giant	Ishbi-Benob	PN	person	6
ishbosheth	אִישׁ בֹּשֶׁת	Ish-Bosheth	son of king Saul; tribe of Benjamin	Ish-Bosheth	PN	person	6
ishhod	אִישְׁהוֹד	Ishhod	son of Hammolecheth; tribe of Manasseh	Ishhod	PN	person	6
ishi	יִשְׁעִי-1	Ishi	descendant of Jerahmeel; tribe of Judah	Ishi	PN	person	6
ishi	יִשְׁעִי-2	Ishi	man; tribe of Judah	Ishi	PN	person	6
ishi	יִשְׁעִי-3	Ishi	man; tribe of Simeon	Ishi	PN	person	6
ishi	יִשְׁעִי-4	Ishi	family head; tribe of Manasseh	Ishi	PN	person	6
ishiah	יִשִּׁיָּה-1	Isshiah	son of Izrahiah; tribe of Issachar	Ishiah	PN	person	10
ishiah	יִשִּׁיָּה-2	Isshiah	son of Uzziel; descendant of Kohath; tribe of Levi	Ishiah	PN	person	10
ishiah	יִשִּׁיָּה-3	Isshiah	son of Rehabiah; chief; tribe of Levi	Ishiah	PN	person	10
ishiah	יִשִּׁיָּהוּ	Isshiah	warrior; time of David	Ishiah	PN	person	10
ishijah	יִשִּׁיָּה-4	Isshiah	man; married a foreign wife; after exile	Ishijah	PN	person	6
ishma	יִשְׁמָא	Ishma	man; tribe of Judah	Ishma	PN	person	6
ishmael	יִשְׁמָעֵאל-1	Ishmael	son of Abraham	Ishmael	PN	person	6
ishmael	יִשְׁמָעֵאל-2	Ishmael	son of Nethaniah; officer	Ishmael	PN	person	6
ishmael	יִשְׁמָעֵאל-3	Ishmael	son of Azel; tribe of Benjamin	Ishmael	PN	person	6
ishmael	יִשְׁמָעֵאל-4	Ishmael	father of Zebadiah, governor, tribe of Judah	Ishmael	PN	person	6
ishmael	יִשְׁמָעֵאל-5	Ishmael	son of Johanan; army officer; time of queen Athaliah	Ishmael	PN	person	6
ishmael	יִשְׁמָעֵאל-6	Ishmael	priest; married a foreign wife; after exile	Ishmael	PN	person	6
ishmaelites	יִשְׁמְעֵאלִי	Ishmaelite	descendant of Ishmael, son of Abraham	Ishmaelites	PN	group	1
ishmaelites	Ισμαηλ (DC)	Ishmael	NEW		PN	person	9
ishmaiah	יִשְׁמַעְיָה	Ishmaiah	from Gibeon; warrior; tribe of Benjamin; time of king David	Ishmaiah	PN	person	6
ishmaiah	יִשְׁמַעְיָהוּ	Ishmaiah	son of Obadiah; chief; tribe of Zebulun; time of David	Ishmaiah	PN	person	6
ishmeelites	יִשְׁמְעֵאלִי	Ishmaelite	descendant of Ishmael, son of Abraham	Ishmaelites	PN	group	5
ishmerai	יִשְׁמְרַי	Ishmerai	son of Elpaal; family head; tribe of Benjamin	Ishmerai	PN	person	6
ishod	אִישְׁהוֹד	Ishhod	son of Hammolecheth; tribe of Manasseh	Ishhod	PN	person	10
ishpah	יִשְׁפָּה	Ishpah	son of Beria; family head; tribe of Benjamin	Ishpah	PN	person	6
ishpan	יִשְׁפָּן	Ishpan	son of Shashak; family head; tribe of Benjamin	Ishpan	PN	person	6
ishuah	יִשְׁוָה	Ishva	son of Asher	Ishvah	PN	person	10
ishuai	יִשְׁוִי-1	Ishvi	son of Asher	Ishvi	PN	person	10
ishui	יִשְׁוִי-2	Ishvi	son of king Saul	Ishvi	PN	person	10
ishvah	יִשְׁוָה	Ishva	son of Asher	Ishvah	PN	person	6
ishvi	יִשְׁוִי-3	Ishvite	descendant of Ishvi, son of Asher	Ishvite	PN	group	5
ishvi	יִשְׁוִי-1	Ishvi	son of Asher	Ishvi	PN	person	6
ishvi	יִשְׁוִי-2	Ishvi	son of king Saul	Ishvi	PN	person	6
ishvite	יִשְׁוִי-3	Ishvite	descendant of Ishvi, son of Asher	Ishvite	PN	group	5
ishvites	יִשְׁוִי-3	Ishvite	descendant of Ishvi, son of Asher	Ishvite	PN	group	1
iskah	יִסְכָּה	Iscah	daughter of Haran; sister of Milcah	Iskah	PN	person	10
iskind	χρηστεύομαι	be kind; act kindly	to provide something beneficial for someone as an act of kindness ‎	is kind	AT	morals and ethics	10
islawful	ἔξεστι(ν)-2	be lawful	to be obligatory or required by law	is lawful	AT	morals and ethics; law	14
ismachiah	יִסְמַכְיָהוּ	Ismachiah	Levite; time of king Hezekiah	Ismakiah	PN	person	6
ismaiah	יִשְׁמַעְיָה	Ishmaiah	from Gibeon; warrior; tribe of Benjamin; time of king David	Ishmaiah	PN	person	10
ismakiah	יִסְמַכְיָהוּ	Ismachiah	Levite; time of king Hezekiah	Ismakiah	PN	person	6
ismyrock	צוּר-1	literally: rock; hence: protector (epithet of God)	literally: rock; hence: protector (epithet of God)	is my rock	BE	supernatural beings and powers; titles	11
isolemnly	μαρτύρομαι	testify; address solemnly; insist; urge	to make a serious declaration on the basis of presumed personal knowledge; to be emphatic in stating an opinion or desire	testify	MI	communication; truth	14
ispah	יִשְׁפָּה	Ishpah	son of Beria; family head; tribe of Benjamin	Ishpah	PN	person	10
ispermissible	ἔξεστι(ν)-1	be possible; be permissible	to mark an event as being possible in a highly generic sense	beneficial	AT	morals and ethics	14
israel	Ἰσραηλίτης	Israelite	the ethnic name of a person belonging to the nation of Israel	Israelites	PN	group	0
israel	Ἰσραήλ-2	Israel	the nation of Israel	Israel	PN	group	0
israel	Ἰσραήλ-3	Israel	a figurative reference to Christians as the true Israel	Israel	PN	group	0
israel	Ισραηλ (DC)	Israel	NEW		PN	group; area	4
israel	Ἰσραήλ-1	Israel	the patriarch Jacob	Israel	PN	person	5
israel	יִשְׂרָאֵל	Israel	new name given by the LORD to Jacob; henceforth the name of the people descending from Jacob	Israel	PN	person	6
israel	כִּפָּה וְאַגְמוֹן	palm branch and reed = everyone, whether great or small	idiomatic expression that indicates everyone from the great to the small using the metaphor of the palm branch (noble and high) and the reed (weak and low down)	Israel	AT	plants; honor, respect, status	11
israel	אוֹת-1	miraculous sign; miracle	supernatural act of a deity, performed by the deity himself or in his name in order to assert his power and greatness	Israel	RI	signs and wonders	15
israelite	יִשְׂרְאֵלִי	Israelite	descendant of Israel	Israelite	PN	group	1
israelites	Ἰσραηλίτης	Israelite	the ethnic name of a person belonging to the nation of Israel	Israelites	PN	group	4
israelitish	יִשְׂרְאֵלִי	Israelite	descendant of Israel	Israelite	PN	group	5
issachar	Ἰσσαχάρ	Issachar	a son of Jacob and ancestor of an Israelite tribe	Issachar	PN	person	5
issachar	יִשָּׂשׂכָר-1	Issachar	son of Jacob; founder of tribe of Issachar	Issachar	PN	person	6
issachar	יִשָּׂשׂכָר-2	Issachar	gatekeeper	Issachar	PN	person	6
isshiah	יִשִּׁיָּה-1	Isshiah	son of Izrahiah; tribe of Issachar	Ishiah	PN	person	6
isshiah	יִשִּׁיָּה-2	Isshiah	son of Uzziel; descendant of Kohath; tribe of Levi	Ishiah	PN	person	6
isshiah	יִשִּׁיָּה-3	Isshiah	son of Rehabiah; chief; tribe of Levi	Ishiah	PN	person	6
isshiah	יִשִּׁיָּהוּ	Isshiah	warrior; time of David	Ishiah	PN	person	6
isshijah	יִשִּׁיָּה-4	Isshiah	man; married a foreign wife; after exile	Ishijah	PN	person	6
istempted	ἀπείραστος	not tempted	pertaining to not being able to be tempted	be tempted	AT	morals and ethics	10
isunjust	ἀδικέω	act unjustly; do what is wrong; mistreat	to do that which is unjust or unrighteous; to mistreat by acting unjustly toward someone	does wrong	AT	morals and ethics	14
isvoid	חֲסַר־לֵב	stupid; foolish	idiom: lacking the quality of commonsense or wisdom	stupid	AT	wisdom, understanding	15
italian	Ἰταλικός	Italian	pertaining to Italy	Italian	PN	area	0
italy	Ἰταλία	Italy	Italy	Italy	PN	area	0
itdown	צֶלֶם-2	idol	object made to represent a god as an object of worship; in the shape of human or animal; made of wood, metal, or stone	idols	RE	paganism	11
ithai	אִיתַי	Ithai	son of Ribai; warrior; time of David	Ithai	PN	person	6
ithai	אִתַּי-1	Ittai	son of Ribai; warrior; time of David	Ithai	PN	person	10
ithamar	אִיתָמָר	Ithamar	son of Aaron; priest; tribe of Levi	Ithamar	PN	person	6
ithiel	אִיתִיאֵל-1	Ithiel	son of Jeshaiah; ancestor of Sallu, tribe of Benjamin, after exile	Ithiel	PN	person	6
ithiel	אִיתִיאֵל-2	Ithiel	man	Ithiel	PN	person	6
ithlah	יִתְלָה	Ithlah	town; territory of Dan	Ithlah	PN	settlement	1
ithmah	יִתְמָה	Ithmah	from Moab; warrior; time of king David	Ithmah	PN	person	6
ithnan	יִתְנָן	Ithnan	town; territory of Judah	Ithnan	PN	settlement	1
ithra	יִתְרָא	Ithra	father of Amasa; Ismaelite	Jether an	PN	person	6
ithran	יִתְרָן-1	Ithran	son of Dishon; descendant of Seir	Ithran	PN	person	6
ithran	יִתְרָן-2	Ithran	son of Zophah; tribe of Asher	Ithran	PN	person	6
ithream	יִתְרְעָם	Ithream	son of David	Ithream	PN	person	6
ithrite	יִתְרִי	Ithrite	clan of Kiriath-Jearim	Ithrite	PN	group	1
ithrites	יִתְרִי	Ithrite	clan of Kiriath-Jearim	Ithrite	PN	group	5
itlawful	ἔξεστι(ν)-2	be lawful	to be obligatory or required by law	is lawful	AT	morals and ethics; law	14
itpray	εὔχομαι (DC)	to pray	
    		MI		14
itrust	בטח	lean on; to trust; have confidence	to have a feeling of safety or security	to trust	AT	attitudes and emotions	11
itshedge	מְשׂוּכָּה	thorn hedge	hedge of thorns, thistles, briers; מְשֻׂכָה	its hedge	FL	weeds and thorns	11
ittahkazin	עֵת קָצִין	Eth-Kazin	town; territory of Zebulon	Eth Kazin	PN	settlement	5
ittai	אִתַּי-1	Ittai	son of Ribai; warrior; time of David	Ithai	PN	person	6
ittai	אִתַּי-2	Ittai	friend of David; from Gath	Ittai	PN	person	6
itundersiege	מָצוֹר-1	state of being under siege	state of being under siege	during the siege	MI	violence, harm, destroy, kill	15
ituraand	Ἰτουραῖος	Ituraean	pertaining to Ituraea	Iturea	PN	area	4
ituraea	Ἰτουραῖος	Ituraean	pertaining to Ituraea	Iturea	PN	area	4
iturea	Ἰτουραῖος	Ituraean	pertaining to Ituraea	Iturea	PN	area	0
ivah	עִוָּה	Ivvah	town; conquered by king of Assyria	Ivvah	PN	settlement	5
ivvah	עִוָּה	Ivvah	town; conquered by king of Assyria	Ivvah	PN	settlement	1
ivvah	עַוָּא	Avva	town; conquered by king of Assyria	Avva	PN	settlement	5
ivvah	עַוִּים-3	Avvim, Avva	inhabitant of Avva, Assyria	Avvites	PN	group	5
iwill	חלה פָּנִים	fervently ask someone for help or goodwill	literally: to weaken someone's face; hence: to weaken someone's resolve by humbly imploring that person to show compassion	You will	AT	will; communication; honor, respect, status	15
iyeabarim	עִיֵּי הָעֲבָרִים	Iye-Abarim	location along route of exodus	Iye Abarim	PN	locale	1
iyim	עִיִּים-1	Iim	location along route of exodus		PN	locale	1
iyim	עִיִּים-2	Iim	village; territory of Judah	Iyim	PN	settlement	5
izhar	יִצְהָרִי	Izharite	descendant of Izhar; tribe of Levi	Izharites	PN	group	5
izhar	יִצְהָר-2	Izhar	son of Kohath; tribe of Levi	Izhar	PN	person	6
izhar	צֹחַר-3	Zohar	son of Helah; tribe of Judah	Zohar	PN	person	6
izharites	יִצְהָרִי	Izharite	descendant of Izhar; tribe of Levi	Izharites	PN	group	1
izliah	יִזְלִיאָה	Izliah	son of Elpaal; family head; tribe of Benjamin	Izliah	PN	person	6
izrahiah	יִזְרַחְיָה-1	Izrahiah	son of Uzi; tribe of Issachar	Izrahiah	PN	person	6
izrahite	יִזְרָח	Izrahite	inhabitant or descendant of Izrah	Izrahite	PN	group	1
izri	יִצְרִי-2	Izri	man; tribe of Levi	Izri	PN	person	6
izziah	יְזִיָּה	Izziah	man; married a foreign wife; after exile	Izziah	PN	person	6
jaakan	יַעֲקָן	Jaakan	descendant of Seir	Zaavan	PN	person	6
jaakobah	יַעֲקֹבָה	Jaakobah	man; tribe of Simeon	Jaakobah	PN	person	6
jaala	יַעְלָא	Jaala	family head; servants of Solomon; after exile	Jaala	PN	person	6
jaala	יַעְלָה	Jaalah	family head; servants of Solomon; after exile	Jaala	PN	person	6
jaalah	יַעְלָה	Jaalah	family head; servants of Solomon; after exile	Jaala	PN	person	6
jaalah	יַעְלָא	Jaala	family head; servants of Solomon; after exile	Jaala	PN	person	10
jaalam	יַעְלָם	Jalam	son of Esau	Jalam	PN	person	10
jaanai	יַעְנַי	Janai	man; tribe of Gad	Janai	PN	person	10
jaareoregim	יַעְרֵי אֹרְגִים	Jaare-Oregim	father of Elhanan, warrior, time of king David		PN	person	6
jaareshiah	יַעֲרֶשְׁיָה	Jaareshiah	son of Jeroham; family head; tribe of Benjamin	Jaareshiah	PN	person	6
jaasau	יַעֲשָׂי	Jaasu	man; married a foreign wife; after exile	Jaasu	PN	person	10
jaasiel	יַעֲשִׂיאֵל-1	Jaasiel	warrior; time of king David	Jaasiel	PN	person	6
jaasiel	יַעֲשִׂיאֵל-2	Jaasiel	son of Abner; chief; tribe of Benjamin; time of king David	Jaasiel	PN	person	6
jaasu	יַעֲשָׂי	Jaasu	man; married a foreign wife; after exile	Jaasu	PN	person	6
jaazaniah	יַאֲזַנְיָה-1	Jaazaniah	son of Jeremiah; descendant of Rechab	Jaazaniah	PN	person	6
jaazaniah	יַאֲזַנְיָה-2	Jaazaniah	son of Azzur; chief; time of prophet Ezekiel	Jaazaniah	PN	person	6
jaazaniah	יַאֲזַנְיָהוּ-1	Jaazaniah	army officer of Judah; time of exile	Jaazaniah	PN	person	6
jaazaniah	יַאֲזַנְיָהוּ-2	Jaazaniah	son of Shaphan; elder of Israel; time of prophet Ezekiel	Jaazaniah	PN	person	6
jaazaniah	יְזַנְיָהוּ	Jezaniah	army officer of Judah; time of exile	Jaazaniah	PN	person	10
jaaziah	יַעֲזִיָּהוּ	Jaaziah	descendant of Merari; tribe of Levi	Jaaziah	PN	person	6
jaaziel	יַעֲזִיאֵל	Jaaziel	Levite; time of king David	Jaaziel	PN	person	6
jaaziel	עֲזִיאֵל	Aziel	Levite; time of king David	Jaaziel	PN	person	10
jabal	יָבָל	Jabal	son of Lamech; descendant of Cain	Jabal	PN	person	6
jabbok	יַבֹּק	Jabbok	river	Jabbok	PN	nature	1
jabesh	יָבֵשׁ-1	Jabesh	town; Gilead	Jabesh	PN	settlement	1
jabesh	יָבֵשׁ-2	Jabesh	father of Shallum, king of Israel	Jabesh	PN	person	6
jabez	יַעְבֵּץ-1	Jabez	town; territory of Judah	Jabez	PN	settlement	1
jabez	יַעְבֵּץ-2	Jabez	man; tribe of Judah	Jabez	PN	person	6
jabin	יָבִין-1	Jabin	king of Hazor; time of Joshua	Jabin	PN	person	6
jabin	יָבִין-2	Jabin	king of Hazor; time of Deborah	Jabin	PN	person	6
jabneel	יַבְנְאֵל-1	Jabneel	town; territory of Judah	Jabneel	PN	settlement	1
jabneel	יַבְנְאֵל-2	Jabneel	town; territory of Naphtali	Jabneel	PN	settlement	1
jabneh	יַבְנֵה	Jabneh	town; Philistea	Jabneh	PN	settlement	1
jacan	יַעְכָּן	Jakan	man; tribe of Gad	Jakan	PN	person	6
jachan	יַעְכָּן	Jakan	man; tribe of Gad	Jakan	PN	person	10
jachaziel	יַחֲזִיאֵל-4	Jahaziel	son of Zechariah; Levite; time of king Jehoshaphat	Jahaziel	PN	person	10
jachin	יָכִין-4	Jachin	pillar in temple of Solomon	Jakin	PN	constructions	1
jachin	יָכִינִי	Jachinite	descendant of Jachin; tribe of Simeon	Jaminite	PN	group	5
jachin	יָכִין-1	Jachin	son of Simeon	Jamin	PN	person	6
jachin	יָכִין-2	Jachin	priest; after exile	Jakin	PN	person	6
jachin	יָכִין-3	Jachin	priest; time of king David	Jakin	PN	person	6
jachinites	יָכִינִי	Jachinite	descendant of Jachin; tribe of Simeon	Jaminite	PN	group	1
jacinth	לֶשֶׁם-1	jacinth	(semi-)precious stone of red or orange color; possibly variety of zircon: jacinth	jacinth	RE	gemstones	11
jackals	שׁוּעָל-1	jackal, fox	animal looking like a longhaired dog with a pointed nose and a bushy tail; either reddish with white underparts (fox) or yellowish brown with red tips to the fur on the back (jackal); scavenger; associated with destruction and devastation, and also with being insignificant but self-important	jackals	FA	mammals; wild animals	11
jackals	תַּן	jackal	animal that resembles a long-haired dog with a pointed nose; yellowish brown in color with red tips to the fur on the back and a bushy tail; produces mournful sounds; used mainly in poetry and associated with death, destruction, and devastation, but also with mourning and weeping	jackals	FA	mammals; wild animals	11
jackals	אֹחַ	jackal	howling creature that produces mournful sounds, probably the jackal (Canis aureus), a yellowish brown dog-like wild animal larger than the fox, found among ruins and in desolate areas; associated with death, destruction, and devastation	jackals	FA	mammals; wild animals	15
jackals	אִי	hyena or jackal	exact meaning uncertain: animal associated with death, destruction, and devastation; probably a dog-like wild animal that howls	hyenas	FA	mammals; wild animals; violence, harm, destroy, kill	15
jackdaw	קָאָת	jackdaw	relatively small black bird; unclean, not to be eaten; associated with loneliness, devastation, destruction, and possibly death	cedar	FA	birds	15
jacob	Ἰακώβ-1	Jacob	the patriarch Jacob, a son of Isaac	Jacob	PN	person	5
jacob	Ἰακώβ-2	Jacob	the father of Ἰωσήφ (2) in the genealogy of Jesus	Jacob	PN	person	5
jacob	יַעֲקֹב	Jacob	son of Isaac; people	Jacob	PN	person	6
jacob	Ιακωβ (DC)	Jacob	NEW		PN	person	9
jada	יָדָע	Jada	descendant of Jerahmeel; tribe of Judah	Jada	PN	person	6
jadah	יַעְרָה	Jarah	son of Ahaz; tribe of Benjamin	Jadah	PN	person	10
jadau	יַדַּי	Jaddai	man; married a foreign wife; after exile	Jaddai	PN	person	10
jaddai	יַדַּי	Jaddai	man; married a foreign wife; after exile	Jaddai	PN	person	6
jaddua	יַדּוּעַ-1	Jaddua	chief; after exile	Jaddua	PN	person	6
jaddua	יַדּוּעַ-2	Jaddua	son of Jonathan; high priest; after exile	Jaddua	PN	person	6
jadon	יָדוֹן	Jadon	man from Meronoth; after exile	Jadon	PN	person	6
jael	יָעֵל	Jael	wife of Heber, Kenite; time of the Judges	Jael	PN	person	6
jagur	יָגוּר	Jagur	location; territory of Judah	Jagur	PN	locale	1
jahath	יַחַת-1	Jahath	son of Reaiah; tribe of Judah	Jahath	PN	person	6
jahath	יַחַת-2	Jahath	son of Libni; descendant of Gershom; tribe of Levi	Jahath	PN	person	6
jahath	יַחַת-3	Jahath	descendant of Gershom; tribe of Levi; time of king David	Jahath	PN	person	6
jahath	יַחַת-4	Jahath	descendant of Izhar; tribe of Levi	Jahath	PN	person	6
jahath	יַחַת-5	Jahath	descendant of Merari; tribe of Levi; time of king Josiah	Jahath	PN	person	6
jahaz	יַהַץ	Jahaz	town; for Levites; territory of Reuben	Jahaz	PN	settlement	1
jahazah	יַהְצָה	Jahzah	town; for Levites; territory of Reuben	Jahzah	PN	settlement	5
jahaziah	יַחְזְיָה	Jahzeiah	son of Tikvah; after exile	Jahzeiah	PN	person	10
jahaziel	יַחֲזִיאֵל-1	Jahaziel	warrior; tribe of Benjamin; time of king David	Jahaziel	PN	person	6
jahaziel	יַחֲזִיאֵל-2	Jahaziel	priest; time of king David	Jahaziel	PN	person	6
jahaziel	יַחֲזִיאֵל-3	Jahaziel	Levite; time of king David	Jahaziel	PN	person	6
jahaziel	יַחֲזִיאֵל-4	Jahaziel	son of Zechariah; Levite; time of king Jehoshaphat	Jahaziel	PN	person	6
jahaziel	יַחֲזִיאֵל-5	Jahaziel	father of Shecaniah; descendant of Zattu; after exile	Jahaziel	PN	person	6
jahdai	יָהְדָּי	Jahdai	descendant of Caleb; tribe of Judah	Jahdai	PN	person	6
jahdiel	יַחְדִּיאֵל	Jahdiel	family head; tribe of Manasseh	Jahdiel	PN	person	6
jahdo	יַחְדּוֹ	Jahdo	son of Buz; tribe of Gad	Jahdo	PN	person	6
jahleel	יַחְלְאֵלִי	Jahleelite	descendant of Jahleel, son of Zebulun	Jahleelite	PN	group	5
jahleel	יַחְלְאֵל	Jahleel	son of Zebulun	Jahleel	PN	person	6
jahleelite	יַחְלְאֵלִי	Jahleelite	descendant of Jahleel, son of Zebulun	Jahleelite	PN	group	5
jahleelites	יַחְלְאֵלִי	Jahleelite	descendant of Jahleel, son of Zebulun	Jahleelite	PN	group	1
jahmai	יַחְמַי	Yahmai	son of Tola; tribe of Issachar	Jahmai	PN	person	6
jahzah	יַהְצָה	Jahzah	town; for Levites; territory of Reuben	Jahzah	PN	settlement	1
jahzeel	יַחְצְאֵלִי	Jahzeelite	descendant of Jahzeel, son of Naphtali	Jahzeelite	PN	group	5
jahzeel	יַחְצְאֵל	Jahzeel	son of Naphtali	Jahzeel	PN	person	6
jahzeelite	יַחְצְאֵלִי	Jahzeelite	descendant of Jahzeel, son of Naphtali	Jahzeelite	PN	group	5
jahzeelites	יַחְצְאֵלִי	Jahzeelite	descendant of Jahzeel, son of Naphtali	Jahzeelite	PN	group	1
jahzeiah	יַחְזְיָה	Jahzeiah	son of Tikvah; after exile	Jahzeiah	PN	person	6
jahzerah	יַחְזֵרָה	Jahzerah	son of Meshullam; ancestor of Maasai (Amashsai), priest	Jahzerah	PN	person	6
jahziel	יַחְצִיאֵל	Jahziel	son of Naphtali	Jahziel	PN	person	6
jair	יָאִרִי	Jairite	inhabitant of Jair	Jairite	PN	group	5
jair	יָאִיר-1	Jair	descendant of Manasseh	Jair	PN	person	6
jair	יָאִיר-2	Jair	judge of Israel (1126-1103)	Jair	PN	person	6
jair	יָאִיר-3	Jair	father of Mordecai; tribe of Benjamin	Jair	PN	person	6
jair	יָעִיר	Jair	father of Elhanan, warrior, time of king David	Jair	PN	person	6
jair	Ιαϊρος (DC)	Jair	
    		PN	person	9
jairfrom	יַעְרֵי אֹרְגִים	Jaare-Oregim	father of Elhanan, warrior, time of king David		PN	person	10
jairite	יָאִרִי	Jairite	inhabitant of Jair	Jairite	PN	group	1
jairus	Ἰάϊρος	Jairus	a synagogue official	Jairus	PN	person	5
jakan	יַעְכָּן	Jakan	man; tribe of Gad	Jakan	PN	person	10
jakan	יַעֲקָן	Jaakan	descendant of Seir	Zaavan	PN	person	10
jakeh	יָקֶה	Jakeh	father of Agur, wise man	Jakehan	PN	person	6
jakehan	יָקֶה	Jakeh	father of Agur, wise man	Jakehan	PN	person	10
jakim	יָקִים-1	Jakim	son of Shimei; family head; tribe of Benjamin	Jakim	PN	person	6
jakim	יָקִים-2	Jakim	priest; tribe of Levi; time of David	Jakim	PN	person	6
jakin	יָכִין-4	Jachin	pillar in temple of Solomon	Jakin	PN	constructions	5
jakin	יָכִין-2	Jachin	priest; after exile	Jakin	PN	person	6
jakin	יָכִין-3	Jachin	priest; time of king David	Jakin	PN	person	6
jalam	יַעְלָם	Jalam	son of Esau	Jalam	PN	person	6
jalon	יָלוֹן	Jalon	son of Ezrah; tribe of Judah	Jalon	PN	person	6
jambres	Ἰαμβρῆς	Jambres	an Egyptian sorcerer who together with Jannes opposed Moses before Pharaoh	Jambres	PN	person	5
jambs	אַיִל-4	side wall; entrance; jamb	relatively short side wall projecting from the main wall of a building, either to create side chambers or to hold a door frame. Or perhaps a pillar that stands flush with the wall or with the sides of an entranceway; or the verticle part of a door frame (jamb)	jambs	RE	construction	11
james	Ἰάκωβος-1	James	one of the twelve apostles and the son of Zebedee and brother of John	James	PN	person	5
james	Ἰάκωβος-2	James	a brother of Jesus	James	PN	person	5
james	Ἰάκωβος-3	James	the son of Alphaeus and one of the twelve apostles; some scholars consider (3) and (4) to be the same person	James	PN	person	5
james	Ἰάκωβος-4	James	the son of Μαρία (4) and also called "the younger"; some scholars consider (3) and (4) to be the same person	James	PN	person	5
james	Ἰάκωβος-5	James	the father of Judas, one of the twelve apostles	James	PN	person	5
jamin	יָמִינִי	Jaminite	descendant of Jamin, son of Simeon	Jaminite	PN	group	5
jamin	יָכִין-1	Jachin	son of Simeon	Jamin	PN	person	6
jamin	יָמִין-1	Jamin	son of Simeon	Jamin	PN	person	6
jamin	יָמִין-2	Jamin	descendant of Jerahmeel; tribe of Judah	Jamin	PN	person	6
jamin	יָמִין-3	Jamin	priest; tribe of Levi	Jamin	PN	person	6
jaminite	יָכִינִי	Jachinite	descendant of Jachin; tribe of Simeon	Jaminite	PN	group	5
jaminite	יָמִינִי	Jaminite	descendant of Jamin, son of Simeon	Jaminite	PN	group	5
jaminites	יָמִינִי	Jaminite	descendant of Jamin, son of Simeon	Jaminite	PN	group	1
jaminites	יָכִינִי	Jachinite	descendant of Jachin; tribe of Simeon	Jaminite	PN	group	5
jamlech	יַמְלֵךְ	Jamlek	man; tribe of Simeon	Jamlech	PN	person	6
jamnia	Ιεμνααν (DC)	Jamnia	coastal town; Jabneel and Jabneh		PN	settlement	4
jamnia	יַבְנְאֵל-1	Jabneel	town; territory of Judah	Jabneel	PN	settlement	5
jamnia	יַבְנְאֵל-2	Jabneel	town; territory of Naphtali	Jabneel	PN	settlement	5
jamnia	יַבְנֵה	Jabneh	town; Philistea	Jabneh	PN	settlement	5
janai	יַעְנַי	Janai	man; tribe of Gad	Janai	PN	person	6
janim	יָנוּם	Janum	town; territory of Judah	Janim	PN	settlement	1
janna	Ἰανναί	Jannai	a person in the genealogy of Jesus	Jannai	PN	person	9
jannai	Ἰανναί	Jannai	a person in the genealogy of Jesus	Jannai	PN	person	5
jannes	Ἰάννης	Jannes	an Egyptian sorcerer who together with Jambres opposed Moses before Pharaoh	Jannes	PN	person	5
janoah	יָנוֹחַ-1	Janoah	town; at boundary between territories of Ephraim and Manasseh	Janoah	PN	settlement	1
janoah	יָנוֹחַ-2	Janoah	town; territory of Asher	Janoah	PN	settlement	1
janohah	יָנוֹחַ-1	Janoah	town; at boundary between territories of Ephraim and Manasseh	Janoah	PN	settlement	5
janum	יָנוּם	Janum	town; territory of Judah	Janim	PN	settlement	5
japheth	Ιαφεθ (DC)	Japheth	region; near Arabia		PN	area	4
japheth	יֶפֶת	Japheth	son of Noah	Japheth	PN	person	6
japhia	יָפִיעַ-2	Japhia	town; territory of Zebulon	Japhia	PN	settlement	1
japhia	יָפִיעַ-1	Japhia	king of Lachish; time of Joshua	Japhia	PN	person	6
japhia	יָפִיעַ-3	Japhia	son of David; tribe of Judah	Japhia	PN	person	6
japhlet	יַפְלֵט	Japhlet	son of Heber; tribe of Asher	Japhlet	PN	person	6
japhleti	יַפְלֵטִי	Japhletite	descendant of Japhlet, son of Heber; tribe of Asher	Japhletites	PN	group	5
japhletite	יַפְלֵטִי	Japhletite	descendant of Japhlet, son of Heber; tribe of Asher	Japhletites	PN	group	5
japhletites	יַפְלֵטִי	Japhletite	descendant of Japhlet, son of Heber; tribe of Asher	Japhletites	PN	group	1
jar	κεράμιον	jar; vessel	an earthenware container for storing or carrying liquids	jar	RE	artifacts; household	10
jar	στάμνος	jar	a jar regularly used for wine, but in the NT it refers to the jar in which manna was kept permanently	jar	RE	artifacts; containers	10
jarah	יַעְרָה	Jarah	son of Ahaz; tribe of Benjamin	Jadah	PN	person	6
jared	Ἰάρετ	Jared	the father of Enoch in the genealogy of Jesus	Jared	PN	person	5
jared	יֶרֶד-1	Jared	son of Mahalalel; descendant of Seth	Jared	PN	person	6
jaresiah	יַעֲרֶשְׁיָה	Jaareshiah	son of Jeroham; family head; tribe of Benjamin	Jaareshiah	PN	person	10
jarha	יַרְחָע	Jarha	Egyptian slave; tribe of Judah	Jarha	PN	person	6
jarib	יָרִיב-1	Jarib	son of Simeon	Jarib	PN	person	6
jarib	יָרִיב-2	Jarib	chief; time of Ezra	Jarib	PN	person	6
